name,seat,charge,leavehour,departure,arrival,departure_datetime,arrival_datetime,check
이스타항공,할인석,95600,11,CJU,GMP,2023-08-04 11:45:00,2023-08-04 12:55:00,back
이스타항공,일반석,119600,11,CJU,GMP,2023-08-04 11:45:00,2023-08-04 12:55:00,back
아시아나항공,할인석,126700,12,CJU,GMP,2023-08-04 12:00:00,2023-08-04 13:10:00,back
아시아나항공,일반석,132700,12,CJU,GMP,2023-08-04 12:00:00,2023-08-04 13:10:00,back
제주항공,할인석,110600,12,CJU,GMP,2023-08-04 12:10:00,2023-08-04 13:20:00,back
제주항공,일반석,119200,12,CJU,GMP,2023-08-04 12:10:00,2023-08-04 13:20:00,back
아시아나항공,할인석,126700,12,CJU,GMP,2023-08-04 12:10:00,2023-08-04 13:20:00,back
아시아나항공,일반석,132700,12,CJU,GMP,2023-08-04 12:10:00,2023-08-04 13:20:00,back
진에어,할인석,110600,12,CJU,GMP,2023-08-04 12:20:00,2023-08-04 13:35:00,back
제주항공,할인석,110600,12,CJU,GMP,2023-08-04 12:20:00,2023-08-04 13:30:00,back
제주항공,일반석,119200,12,CJU,GMP,2023-08-04 12:20:00,2023-08-04 13:30:00,back
진에어,일반석,119700,12,CJU,GMP,2023-08-04 12:20:00,2023-08-04 13:35:00,back
대한항공,일반석,129700,12,CJU,GMP,2023-08-04 12:30:00,2023-08-04 13:40:00,back
아시아나항공,할인석,126700,12,CJU,GMP,2023-08-04 12:35:00,2023-08-04 13:45:00,back
아시아나항공,일반석,132700,12,CJU,GMP,2023-08-04 12:35:00,2023-08-04 13:45:00,back
티웨이항공,할인석,114000,12,CJU,GMP,2023-08-04 12:40:00,2023-08-04 13:50:00,back
티웨이항공,일반석,118700,12,CJU,GMP,2023-08-04 12:40:00,2023-08-04 13:50:00,back
이스타항공,할인석,114600,12,CJU,GMP,2023-08-04 12:45:00,2023-08-04 13:55:00,back
이스타항공,일반석,119600,12,CJU,GMP,2023-08-04 12:45:00,2023-08-04 13:55:00,back
이스타항공,할인석,114600,13,CJU,GMP,2023-08-04 13:00:00,2023-08-04 14:05:00,back
이스타항공,일반석,119600,13,CJU,GMP,2023-08-04 13:00:00,2023-08-04 14:05:00,back
에어서울,일반석,114700,13,CJU,GMP,2023-08-04 13:05:00,2023-08-04 14:15:00,back
아시아나항공,할인석,126700,13,CJU,GMP,2023-08-04 13:10:00,2023-08-04 14:20:00,back
아시아나항공,일반석,132700,13,CJU,GMP,2023-08-04 13:10:00,2023-08-04 14:20:00,back
진에어,할인석,118600,13,CJU,GMP,2023-08-04 13:15:00,2023-08-04 14:25:00,back
진에어,일반석,119700,13,CJU,GMP,2023-08-04 13:15:00,2023-08-04 14:25:00,back
에어부산,할인석,92740,6,PUS,CJU,2023-08-04 06:50:00,2023-08-04 07:55:00,come
에어부산,일반석,99700,6,PUS,CJU,2023-08-04 06:50:00,2023-08-04 07:55:00,come
아시아나항공,일반석,99700,6,PUS,CJU,2023-08-04 06:50:00,2023-08-04 07:55:00,come
대한항공,일반석,102700,7,PUS,CJU,2023-08-04 07:00:00,2023-08-04 08:00:00,come
에어부산,할인석,92740,7,PUS,CJU,2023-08-04 07:30:00,2023-08-04 08:25:00,come
에어부산,일반석,99700,7,PUS,CJU,2023-08-04 07:30:00,2023-08-04 08:25:00,come
에어부산,할인석,91870,7,PUS,CJU,2023-08-04 07:35:00,2023-08-04 08:30:00,come
에어부산,일반석,99700,7,PUS,CJU,2023-08-04 07:35:00,2023-08-04 08:30:00,come
진에어,일반석,95700,7,PUS,CJU,2023-08-04 07:40:00,2023-08-04 08:45:00,come
에어부산,일반석,99700,8,PUS,CJU,2023-08-04 08:00:00,2023-08-04 09:00:00,come
제주항공,할인석,94600,8,PUS,CJU,2023-08-04 08:05:00,2023-08-04 09:05:00,come
제주항공,일반석,99700,8,PUS,CJU,2023-08-04 08:05:00,2023-08-04 09:05:00,come
대한항공,일반석,102700,9,PUS,CJU,2023-08-04 09:50:00,2023-08-04 10:50:00,come
에어부산,할인석,96220,11,PUS,CJU,2023-08-04 11:50:00,2023-08-04 12:50:00,come
에어부산,일반석,99700,11,PUS,CJU,2023-08-04 11:50:00,2023-08-04 12:50:00,come
진에어,일반석,95700,12,PUS,CJU,2023-08-04 12:05:00,2023-08-04 13:10:00,come
제주항공,일반석,99700,12,PUS,CJU,2023-08-04 12:20:00,2023-08-04 13:20:00,come
에어부산,할인석,88390,13,PUS,CJU,2023-08-04 13:25:00,2023-08-04 14:20:00,come
에어부산,일반석,99700,13,PUS,CJU,2023-08-04 13:25:00,2023-08-04 14:20:00,come
대한항공,할인석,84700,14,PUS,CJU,2023-08-04 14:00:00,2023-08-04 15:00:00,come
대한항공,일반석,102700,14,PUS,CJU,2023-08-04 14:00:00,2023-08-04 15:00:00,come
진에어,할인석,78500,14,PUS,CJU,2023-08-04 14:20:00,2023-08-04 15:20:00,come
대한항공,일반석,93700,14,PUS,CJU,2023-08-04 14:20:00,2023-08-04 15:20:00,come
진에어,일반석,95700,14,PUS,CJU,2023-08-04 14:20:00,2023-08-04 15:20:00,come
에어부산,할인석,82300,14,PUS,CJU,2023-08-04 14:40:00,2023-08-04 15:40:00,come
제주항공,할인석,84600,14,PUS,CJU,2023-08-04 14:40:00,2023-08-04 15:40:00,come
제주항공,일반석,99700,14,PUS,CJU,2023-08-04 14:40:00,2023-08-04 15:40:00,come
에어부산,일반석,99700,14,PUS,CJU,2023-08-04 14:40:00,2023-08-04 15:40:00,come
에어부산,할인석,81430,15,PUS,CJU,2023-08-04 15:00:00,2023-08-04 15:55:00,come
에어부산,일반석,99700,15,PUS,CJU,2023-08-04 15:00:00,2023-08-04 15:55:00,come
제주항공,할인석,84600,15,PUS,CJU,2023-08-04 15:30:00,2023-08-04 16:50:00,come
제주항공,일반석,99700,15,PUS,CJU,2023-08-04 15:30:00,2023-08-04 16:50:00,come
대한항공,할인석,84700,16,PUS,CJU,2023-08-04 16:40:00,2023-08-04 17:40:00,come
대한항공,일반석,102700,16,PUS,CJU,2023-08-04 16:40:00,2023-08-04 17:40:00,come
에어부산,할인석,83170,17,PUS,CJU,2023-08-04 17:00:00,2023-08-04 18:05:00,come
에어부산,일반석,99700,17,PUS,CJU,2023-08-04 17:00:00,2023-08-04 18:05:00,come
제주항공,할인석,84600,17,PUS,CJU,2023-08-04 17:05:00,2023-08-04 18:00:00,come
제주항공,일반석,99700,17,PUS,CJU,2023-08-04 17:05:00,2023-08-04 18:00:00,come
에어부산,할인석,82300,17,PUS,CJU,2023-08-04 17:30:00,2023-08-04 18:30:00,come
에어부산,일반석,99700,17,PUS,CJU,2023-08-04 17:30:00,2023-08-04 18:30:00,come
진에어,할인석,86500,19,PUS,CJU,2023-08-04 19:00:00,2023-08-04 20:00:00,come
대한항공,일반석,93700,19,PUS,CJU,2023-08-04 19:00:00,2023-08-04 20:00:00,come
진에어,일반석,95700,19,PUS,CJU,2023-08-04 19:00:00,2023-08-04 20:00:00,come
대한항공,할인석,93700,19,PUS,CJU,2023-08-04 19:15:00,2023-08-04 20:15:00,come
대한항공,일반석,102700,19,PUS,CJU,2023-08-04 19:15:00,2023-08-04 20:15:00,come
대한항공,일반석,102700,21,PUS,CJU,2023-08-04 21:00:00,2023-08-04 22:00:00,come
에어부산,일반석,99700,8,CJU,PUS,2023-08-04 08:30:00,2023-08-04 09:35:00,back
아시아나항공,일반석,99700,8,CJU,PUS,2023-08-04 08:30:00,2023-08-04 09:30:00,back
대한항공,일반석,102700,8,CJU,PUS,2023-08-04 08:45:00,2023-08-04 09:45:00,back
에어부산,일반석,99700,9,CJU,PUS,2023-08-04 09:10:00,2023-08-04 10:10:00,back
아시아나항공,일반석,99700,9,CJU,PUS,2023-08-04 09:10:00,2023-08-04 10:10:00,back
에어부산,일반석,99700,9,CJU,PUS,2023-08-04 09:30:00,2023-08-04 10:30:00,back
아시아나항공,일반석,99700,9,CJU,PUS,2023-08-04 09:30:00,2023-08-04 10:30:00,back
에어부산,일반석,99700,9,CJU,PUS,2023-08-04 09:50:00,2023-08-04 10:50:00,back
제주항공,일반석,99700,15,CJU,PUS,2023-08-04 15:20:00,2023-08-04 16:20:00,back
아시아나항공,일반석,94700,12,KWJ,CJU,2023-08-04 12:50:00,2023-08-04 13:40:00,come
아시아나항공,할인석,82700,14,KWJ,CJU,2023-08-04 14:40:00,2023-08-04 15:30:00,come
아시아나항공,일반석,94700,14,KWJ,CJU,2023-08-04 14:40:00,2023-08-04 15:30:00,come
대한항공,할인석,84700,14,KWJ,CJU,2023-08-04 14:45:00,2023-08-04 15:40:00,come
대한항공,일반석,91700,14,KWJ,CJU,2023-08-04 14:45:00,2023-08-04 15:40:00,come
진에어,할인석,74600,15,KWJ,CJU,2023-08-04 15:40:00,2023-08-04 16:35:00,come
대한항공,일반석,80700,15,KWJ,CJU,2023-08-04 15:40:00,2023-08-04 16:35:00,come
진에어,일반석,85700,15,KWJ,CJU,2023-08-04 15:40:00,2023-08-04 16:35:00,come
티웨이항공,할인석,69000,16,KWJ,CJU,2023-08-04 16:30:00,2023-08-04 17:20:00,come
티웨이항공,일반석,83700,16,KWJ,CJU,2023-08-04 16:30:00,2023-08-04 17:20:00,come
티웨이항공,할인석,66000,16,KWJ,CJU,2023-08-04 16:40:00,2023-08-04 17:30:00,come
티웨이항공,일반석,83700,16,KWJ,CJU,2023-08-04 16:40:00,2023-08-04 17:30:00,come
대한항공,할인석,76700,17,KWJ,CJU,2023-08-04 17:40:00,2023-08-04 18:30:00,come
대한항공,일반석,91700,17,KWJ,CJU,2023-08-04 17:40:00,2023-08-04 18:30:00,come
아시아나항공,할인석,74700,18,KWJ,CJU,2023-08-04 18:00:00,2023-08-04 18:55:00,come
아시아나항공,일반석,94700,18,KWJ,CJU,2023-08-04 18:00:00,2023-08-04 18:55:00,come
제주항공,할인석,72600,18,KWJ,CJU,2023-08-04 18:30:00,2023-08-04 19:20:00,come
제주항공,일반석,85700,18,KWJ,CJU,2023-08-04 18:30:00,2023-08-04 19:20:00,come
진에어,할인석,72600,18,KWJ,CJU,2023-08-04 18:45:00,2023-08-04 19:40:00,come
대한항공,일반석,80700,18,KWJ,CJU,2023-08-04 18:45:00,2023-08-04 19:40:00,come
진에어,일반석,85700,18,KWJ,CJU,2023-08-04 18:45:00,2023-08-04 19:40:00,come
아시아나항공,할인석,78700,19,KWJ,CJU,2023-08-04 19:20:00,2023-08-04 20:15:00,come
아시아나항공,일반석,94700,19,KWJ,CJU,2023-08-04 19:20:00,2023-08-04 20:15:00,come
진에어,할인석,78600,20,KWJ,CJU,2023-08-04 20:30:00,2023-08-04 21:25:00,come
진에어,일반석,85700,20,KWJ,CJU,2023-08-04 20:30:00,2023-08-04 21:25:00,come
진에어,할인석,64600,7,CJU,KWJ,2023-08-04 07:35:00,2023-08-04 08:25:00,back
대한항공,할인석,69700,7,CJU,KWJ,2023-08-04 07:35:00,2023-08-04 08:25:00,back
대한항공,일반석,80700,7,CJU,KWJ,2023-08-04 07:35:00,2023-08-04 08:25:00,back
진에어,일반석,85700,7,CJU,KWJ,2023-08-04 07:35:00,2023-08-04 08:25:00,back
제주항공,할인석,66600,8,CJU,KWJ,2023-08-04 08:20:00,2023-08-04 09:10:00,back
제주항공,일반석,85700,8,CJU,KWJ,2023-08-04 08:20:00,2023-08-04 09:10:00,back
아시아나항공,할인석,74700,8,CJU,KWJ,2023-08-04 08:35:00,2023-08-04 09:25:00,back
아시아나항공,일반석,94700,8,CJU,KWJ,2023-08-04 08:35:00,2023-08-04 09:25:00,back
대한항공,일반석,91700,9,CJU,KWJ,2023-08-04 09:10:00,2023-08-04 10:05:00,back
티웨이항공,할인석,77000,10,CJU,KWJ,2023-08-04 10:40:00,2023-08-04 11:30:00,back
티웨이항공,일반석,83700,10,CJU,KWJ,2023-08-04 10:40:00,2023-08-04 11:30:00,back
아시아나항공,할인석,90700,11,CJU,KWJ,2023-08-04 11:20:00,2023-08-04 12:15:00,back
아시아나항공,일반석,94700,11,CJU,KWJ,2023-08-04 11:20:00,2023-08-04 12:15:00,back
아시아나항공,일반석,94700,13,CJU,KWJ,2023-08-04 13:10:00,2023-08-04 14:05:00,back
하이에어,일반석,93700,10,MWX,CJU,2023-08-04 10:40:00,2023-08-04 11:40:00,come
하이에어,일반석,93700,12,CJU,MWX,2023-08-04 12:15:00,2023-08-04 13:15:00,back
티웨이항공,할인석,76000,6,TAE,CJU,2023-08-04 06:20:00,2023-08-04 07:20:00,come
티웨이항공,일반석,101700,6,TAE,CJU,2023-08-04 06:20:00,2023-08-04 07:20:00,come
티웨이항공,할인석,76000,6,TAE,CJU,2023-08-04 06:55:00,2023-08-04 07:50:00,come
티웨이항공,일반석,101700,6,TAE,CJU,2023-08-04 06:55:00,2023-08-04 07:50:00,come
진에어,할인석,95500,7,TAE,CJU,2023-08-04 07:45:00,2023-08-04 08:50:00,come
진에어,일반석,102700,7,TAE,CJU,2023-08-04 07:45:00,2023-08-04 08:50:00,come
제주항공,일반석,102700,8,TAE,CJU,2023-08-04 08:20:00,2023-08-04 09:35:00,come
티웨이항공,일반석,100100,8,TAE,CJU,2023-08-04 08:55:00,2023-08-04 09:55:00,come
아시아나항공,일반석,114700,9,TAE,CJU,2023-08-04 09:30:00,2023-08-04 10:30:00,come
진에어,일반석,102700,10,TAE,CJU,2023-08-04 10:10:00,2023-08-04 11:05:00,come
아시아나항공,할인석,94700,13,TAE,CJU,2023-08-04 13:25:00,2023-08-04 14:30:00,come
아시아나항공,일반석,114700,13,TAE,CJU,2023-08-04 13:25:00,2023-08-04 14:30:00,come
진에어,할인석,88500,13,TAE,CJU,2023-08-04 13:45:00,2023-08-04 14:45:00,come
진에어,일반석,102700,13,TAE,CJU,2023-08-04 13:45:00,2023-08-04 14:45:00,come
진에어,할인석,86500,15,TAE,CJU,2023-08-04 15:45:00,2023-08-04 16:45:00,come
진에어,일반석,102700,15,TAE,CJU,2023-08-04 15:45:00,2023-08-04 16:45:00,come
제주항공,할인석,85600,16,TAE,CJU,2023-08-04 16:05:00,2023-08-04 17:15:00,come
제주항공,일반석,102700,16,TAE,CJU,2023-08-04 16:05:00,2023-08-04 17:15:00,come
진에어,할인석,81500,17,TAE,CJU,2023-08-04 17:30:00,2023-08-04 18:30:00,come
대한항공,할인석,89700,17,TAE,CJU,2023-08-04 17:30:00,2023-08-04 18:30:00,come
진에어,일반석,102700,17,TAE,CJU,2023-08-04 17:30:00,2023-08-04 18:30:00,come
대한항공,일반석,103700,17,TAE,CJU,2023-08-04 17:30:00,2023-08-04 18:30:00,come
아시아나항공,할인석,99700,19,TAE,CJU,2023-08-04 19:10:00,2023-08-04 20:15:00,come
아시아나항공,일반석,114700,19,TAE,CJU,2023-08-04 19:10:00,2023-08-04 20:15:00,come
티웨이항공,할인석,80000,19,TAE,CJU,2023-08-04 19:35:00,2023-08-04 20:35:00,come
티웨이항공,일반석,101700,19,TAE,CJU,2023-08-04 19:35:00,2023-08-04 20:35:00,come
아시아나항공,할인석,84700,7,CJU,TAE,2023-08-04 07:55:00,2023-08-04 09:00:00,back
아시아나항공,일반석,114700,7,CJU,TAE,2023-08-04 07:55:00,2023-08-04 09:00:00,back
진에어,할인석,80000,8,CJU,TAE,2023-08-04 08:05:00,2023-08-04 09:05:00,back
대한항공,할인석,89700,8,CJU,TAE,2023-08-04 08:05:00,2023-08-04 09:05:00,back
진에어,일반석,102700,8,CJU,TAE,2023-08-04 08:05:00,2023-08-04 09:05:00,back
대한항공,일반석,103700,8,CJU,TAE,2023-08-04 08:05:00,2023-08-04 09:05:00,back
티웨이항공,할인석,81000,8,CJU,TAE,2023-08-04 08:20:00,2023-08-04 09:20:00,back
티웨이항공,일반석,101700,8,CJU,TAE,2023-08-04 08:20:00,2023-08-04 09:20:00,back
티웨이항공,할인석,85000,8,CJU,TAE,2023-08-04 08:25:00,2023-08-04 09:25:00,back
티웨이항공,일반석,101700,8,CJU,TAE,2023-08-04 08:25:00,2023-08-04 09:25:00,back
진에어,일반석,83700,9,RSU,CJU,2023-08-04 09:35:00,2023-08-04 10:35:00,come
아시아나항공,일반석,93700,11,RSU,CJU,2023-08-04 11:45:00,2023-08-04 12:35:00,come
아시아나항공,할인석,89700,16,RSU,CJU,2023-08-04 16:00:00,2023-08-04 16:50:00,come
아시아나항공,일반석,93700,16,RSU,CJU,2023-08-04 16:00:00,2023-08-04 16:50:00,come
아시아나항공,일반석,93700,10,CJU,RSU,2023-08-04 10:15:00,2023-08-04 11:05:00,back
대한항공,일반석,109700,14,USN,CJU,2023-08-04 14:20:00,2023-08-04 15:30:00,come
하이에어,특가석,94700,17,USN,CJU,2023-08-04 17:05:00,2023-08-04 18:15:00,come
하이에어,일반석,109700,17,USN,CJU,2023-08-04 17:05:00,2023-08-04 18:15:00,come
진에어,일반석,122700,13,WJU,CJU,2023-08-04 13:05:00,2023-08-04 14:15:00,come
진에어,할인석,98600,16,WJU,CJU,2023-08-04 16:45:00,2023-08-04 17:55:00,come
진에어,일반석,122700,16,WJU,CJU,2023-08-04 16:45:00,2023-08-04 17:55:00,come
진에어,일반석,122700,11,CJU,WJU,2023-08-04 11:10:00,2023-08-04 12:20:00,back
제주항공,할인석,84600,6,CJJ,CJU,2023-08-04 06:00:00,2023-08-04 07:00:00,come
제주항공,일반석,107700,6,CJJ,CJU,2023-08-04 06:00:00,2023-08-04 07:00:00,come
아시아나항공,할인석,102700,6,CJJ,CJU,2023-08-04 06:50:00,2023-08-04 08:00:00,come
아시아나항공,일반석,117700,6,CJJ,CJU,2023-08-04 06:50:00,2023-08-04 08:00:00,come
진에어,할인석,104600,7,CJJ,CJU,2023-08-04 07:20:00,2023-08-04 08:30:00,come
진에어,일반석,107700,7,CJJ,CJU,2023-08-04 07:20:00,2023-08-04 08:30:00,come
이스타항공,할인석,95600,7,CJJ,CJU,2023-08-04 07:45:00,2023-08-04 08:50:00,come
이스타항공,일반석,108600,7,CJJ,CJU,2023-08-04 07:45:00,2023-08-04 08:50:00,come
에어로케이,할인석,92700,8,CJJ,CJU,2023-08-04 08:20:00,2023-08-04 09:25:00,come
에어로케이,일반석,106700,8,CJJ,CJU,2023-08-04 08:20:00,2023-08-04 09:25:00,come
제주항공,일반석,107700,11,CJJ,CJU,2023-08-04 11:20:00,2023-08-04 12:25:00,come
진에어,일반석,107700,12,CJJ,CJU,2023-08-04 12:00:00,2023-08-04 13:05:00,come
진에어,할인석,104600,12,CJJ,CJU,2023-08-04 12:30:00,2023-08-04 13:40:00,come
진에어,일반석,107700,12,CJJ,CJU,2023-08-04 12:30:00,2023-08-04 13:40:00,come
아시아나항공,할인석,102700,12,CJJ,CJU,2023-08-04 12:55:00,2023-08-04 13:55:00,come
아시아나항공,일반석,117700,12,CJJ,CJU,2023-08-04 12:55:00,2023-08-04 13:55:00,come
에어로케이,할인석,77700,13,CJJ,CJU,2023-08-04 13:00:00,2023-08-04 14:05:00,come
에어로케이,일반석,106700,13,CJJ,CJU,2023-08-04 13:00:00,2023-08-04 14:05:00,come
대한항공,할인석,79700,14,CJJ,CJU,2023-08-04 14:05:00,2023-08-04 15:15:00,come
대한항공,일반석,114700,14,CJJ,CJU,2023-08-04 14:05:00,2023-08-04 15:15:00,come
에어로케이,할인석,77700,14,CJJ,CJU,2023-08-04 14:55:00,2023-08-04 16:00:00,come
에어로케이,일반석,106700,14,CJJ,CJU,2023-08-04 14:55:00,2023-08-04 16:00:00,come
티웨이항공,할인석,71000,16,CJJ,CJU,2023-08-04 16:05:00,2023-08-04 17:15:00,come
티웨이항공,일반석,108700,16,CJJ,CJU,2023-08-04 16:05:00,2023-08-04 17:15:00,come
진에어,할인석,78600,16,CJJ,CJU,2023-08-04 16:10:00,2023-08-04 17:15:00,come
진에어,일반석,107700,16,CJJ,CJU,2023-08-04 16:10:00,2023-08-04 17:15:00,come
아시아나항공,할인석,70700,17,CJJ,CJU,2023-08-04 17:10:00,2023-08-04 18:20:00,come
아시아나항공,일반석,117700,17,CJJ,CJU,2023-08-04 17:10:00,2023-08-04 18:20:00,come
진에어,할인석,64600,17,CJJ,CJU,2023-08-04 17:20:00,2023-08-04 18:25:00,come
진에어,일반석,107700,17,CJJ,CJU,2023-08-04 17:20:00,2023-08-04 18:25:00,come
대한항공,특가석,63700,17,CJJ,CJU,2023-08-04 17:35:00,2023-08-04 18:45:00,come
대한항공,할인석,74700,17,CJJ,CJU,2023-08-04 17:35:00,2023-08-04 18:45:00,come
대한항공,일반석,114700,17,CJJ,CJU,2023-08-04 17:35:00,2023-08-04 18:45:00,come
에어로케이,할인석,57700,18,CJJ,CJU,2023-08-04 18:45:00,2023-08-04 19:50:00,come
에어로케이,일반석,106700,18,CJJ,CJU,2023-08-04 18:45:00,2023-08-04 19:50:00,come
제주항공,할인석,61600,19,CJJ,CJU,2023-08-04 19:05:00,2023-08-04 20:05:00,come
제주항공,일반석,107700,19,CJJ,CJU,2023-08-04 19:05:00,2023-08-04 20:05:00,come
제주항공,할인석,61600,19,CJJ,CJU,2023-08-04 19:20:00,2023-08-04 20:35:00,come
제주항공,일반석,107700,19,CJJ,CJU,2023-08-04 19:20:00,2023-08-04 20:35:00,come
진에어,할인석,64600,19,CJJ,CJU,2023-08-04 19:30:00,2023-08-04 20:30:00,come
진에어,일반석,107700,19,CJJ,CJU,2023-08-04 19:30:00,2023-08-04 20:30:00,come
대한항공,특가석,57700,7,CJU,CJJ,2023-08-04 07:00:00,2023-08-04 08:10:00,back
대한항공,할인석,74700,7,CJU,CJJ,2023-08-04 07:00:00,2023-08-04 08:10:00,back
대한항공,일반석,114700,7,CJU,CJJ,2023-08-04 07:00:00,2023-08-04 08:10:00,back
제주항공,할인석,61600,8,CJU,CJJ,2023-08-04 08:10:00,2023-08-04 09:20:00,back
제주항공,일반석,107700,8,CJU,CJJ,2023-08-04 08:10:00,2023-08-04 09:20:00,back
진에어,할인석,72600,9,CJU,CJJ,2023-08-04 09:10:00,2023-08-04 10:20:00,back
대한항공,할인석,87700,9,CJU,CJJ,2023-08-04 09:10:00,2023-08-04 10:20:00,back
진에어,일반석,107700,9,CJU,CJJ,2023-08-04 09:10:00,2023-08-04 10:20:00,back
진에어,할인석,72600,9,CJU,CJJ,2023-08-04 09:30:00,2023-08-04 10:35:00,back
제주항공,할인석,73600,9,CJU,CJJ,2023-08-04 09:30:00,2023-08-04 10:40:00,back
제주항공,일반석,107700,9,CJU,CJJ,2023-08-04 09:30:00,2023-08-04 10:40:00,back
진에어,일반석,107700,9,CJU,CJJ,2023-08-04 09:30:00,2023-08-04 10:35:00,back
에어로케이,할인석,102700,10,CJU,CJJ,2023-08-04 10:20:00,2023-08-04 11:25:00,back
에어로케이,일반석,106700,10,CJU,CJJ,2023-08-04 10:20:00,2023-08-04 11:25:00,back
에어로케이,일반석,106700,15,CJU,CJJ,2023-08-04 15:05:00,2023-08-04 16:15:00,back
진에어,일반석,100700,11,KPO,CJU,2023-08-04 11:10:00,2023-08-04 12:15:00,come
진에어,할인석,83600,14,KPO,CJU,2023-08-04 14:20:00,2023-08-04 15:25:00,come
진에어,일반석,100700,14,KPO,CJU,2023-08-04 14:20:00,2023-08-04 15:25:00,come
진에어,일반석,100700,12,CJU,KPO,2023-08-04 12:45:00,2023-08-04 13:50:00,back
에어서울,할인석,78600,6,GMP,CJU,2023-08-05 06:00:00,2023-08-05 07:00:00,come
에어서울,특가석,84900,6,GMP,CJU,2023-08-05 06:00:00,2023-08-05 07:00:00,come
에어서울,일반석,119700,6,GMP,CJU,2023-08-05 06:00:00,2023-08-05 07:00:00,come
진에어,할인석,78600,6,GMP,CJU,2023-08-05 06:05:00,2023-08-05 07:20:00,come
진에어,일반석,119700,6,GMP,CJU,2023-08-05 06:05:00,2023-08-05 07:20:00,come
이스타항공,할인석,73600,6,GMP,CJU,2023-08-05 06:10:00,2023-08-05 07:20:00,come
아시아나항공,할인석,84700,6,GMP,CJU,2023-08-05 06:10:00,2023-08-05 07:20:00,come
이스타항공,일반석,119600,6,GMP,CJU,2023-08-05 06:10:00,2023-08-05 07:20:00,come
아시아나항공,일반석,132700,6,GMP,CJU,2023-08-05 06:10:00,2023-08-05 07:20:00,come
이스타항공,할인석,73600,6,GMP,CJU,2023-08-05 06:15:00,2023-08-05 07:25:00,come
진에어,할인석,78600,6,GMP,CJU,2023-08-05 06:15:00,2023-08-05 07:25:00,come
제주항공,할인석,81600,6,GMP,CJU,2023-08-05 06:15:00,2023-08-05 07:30:00,come
제주항공,일반석,119200,6,GMP,CJU,2023-08-05 06:15:00,2023-08-05 07:30:00,come
이스타항공,일반석,119600,6,GMP,CJU,2023-08-05 06:15:00,2023-08-05 07:25:00,come
진에어,일반석,119700,6,GMP,CJU,2023-08-05 06:15:00,2023-08-05 07:25:00,come
제주항공,할인석,81600,6,GMP,CJU,2023-08-05 06:25:00,2023-08-05 07:35:00,come
제주항공,일반석,119200,6,GMP,CJU,2023-08-05 06:25:00,2023-08-05 07:35:00,come
하이에어,특가석,75300,6,GMP,CJU,2023-08-05 06:35:00,2023-08-05 08:00:00,come
하이에어,일반석,118700,6,GMP,CJU,2023-08-05 06:35:00,2023-08-05 08:00:00,come
티웨이항공,할인석,83000,6,GMP,CJU,2023-08-05 06:40:00,2023-08-05 07:50:00,come
아시아나항공,할인석,90700,6,GMP,CJU,2023-08-05 06:40:00,2023-08-05 07:50:00,come
대한항공,할인석,94700,6,GMP,CJU,2023-08-05 06:40:00,2023-08-05 07:50:00,come
티웨이항공,일반석,118700,6,GMP,CJU,2023-08-05 06:40:00,2023-08-05 07:50:00,come
대한항공,일반석,129700,6,GMP,CJU,2023-08-05 06:40:00,2023-08-05 07:50:00,come
아시아나항공,일반석,132700,6,GMP,CJU,2023-08-05 06:40:00,2023-08-05 07:50:00,come
에어부산,할인석,77360,6,GMP,CJU,2023-08-05 06:45:00,2023-08-05 08:05:00,come
에어부산,일반석,118700,6,GMP,CJU,2023-08-05 06:45:00,2023-08-05 08:05:00,come
이스타항공,할인석,78600,6,GMP,CJU,2023-08-05 06:50:00,2023-08-05 07:55:00,come
이스타항공,일반석,119600,6,GMP,CJU,2023-08-05 06:50:00,2023-08-05 07:55:00,come
티웨이항공,할인석,89000,7,GMP,CJU,2023-08-05 07:00:00,2023-08-05 08:10:00,come
제주항공,할인석,96600,7,GMP,CJU,2023-08-05 07:00:00,2023-08-05 08:10:00,come
대한항공,할인석,106700,7,GMP,CJU,2023-08-05 07:00:00,2023-08-05 08:10:00,come
티웨이항공,일반석,118700,7,GMP,CJU,2023-08-05 07:00:00,2023-08-05 08:10:00,come
제주항공,일반석,119200,7,GMP,CJU,2023-08-05 07:00:00,2023-08-05 08:10:00,come
대한항공,일반석,129700,7,GMP,CJU,2023-08-05 07:00:00,2023-08-05 08:10:00,come
에어부산,할인석,87960,7,GMP,CJU,2023-08-05 07:10:00,2023-08-05 08:30:00,come
에어부산,일반석,118700,7,GMP,CJU,2023-08-05 07:10:00,2023-08-05 08:30:00,come
대한항공,일반석,129700,7,GMP,CJU,2023-08-05 07:15:00,2023-08-05 08:25:00,come
에어부산,할인석,92200,7,GMP,CJU,2023-08-05 07:25:00,2023-08-05 08:35:00,come
아시아나항공,할인석,96700,7,GMP,CJU,2023-08-05 07:25:00,2023-08-05 08:35:00,come
에어부산,일반석,118700,7,GMP,CJU,2023-08-05 07:25:00,2023-08-05 08:35:00,come
아시아나항공,일반석,132700,7,GMP,CJU,2023-08-05 07:25:00,2023-08-05 08:35:00,come
대한항공,일반석,129700,7,GMP,CJU,2023-08-05 07:30:00,2023-08-05 08:40:00,come
제주항공,일반석,119200,7,GMP,CJU,2023-08-05 07:40:00,2023-08-05 08:50:00,come
에어부산,할인석,104920,7,GMP,CJU,2023-08-05 07:45:00,2023-08-05 09:00:00,come
